,distance_to_market___ethiopia_2015,inputs,land_surface___ethiopia_2015,model,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015
12,-0.15824420046738283,Highly correlated all,0.2985574138277912,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",0.3256309246083139,-0.06473746443194182,0.006818470075001741,-0.034609878271362055
13,-0.13824461854616998,Highly correlated all,0.19191653471216594,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",0.04945597577979678,0.050278854625324915,0.12368263692596583,-0.08290468917367869
14,-0.3042753347536713,Highly correlated all,0.04521621404414343,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",0.28511878179970335,-0.034755509118854166,0.16079884707137854,-0.09950790592192213
15,,Highly correlated policy,,Lasso_Highly correlated policy,0.27254684894779413,0.0638311058226269,0.08282577615154016,0.06562291770741
16,,Highly correlated policy,,Lasso_Highly correlated policy_lower_bound,0.22550631049656975,0.012481434971025107,0.033447850383439434,0.013149026491018824
17,,Highly correlated policy,,Lasso_Highly correlated policy_upper_bound,0.3195873873990185,0.11518077667422869,0.13220370191964087,0.11809680892380117
18,,Highly correlated policy,,Lasso_clustered_0_lower_bound,0.5181527937012929,-0.09588089716780086,-0.06687255861859226,0.09870012956840138
19,,Highly correlated policy,,Lasso_clustered_0_upper_bound,0.9216476442330119,0.15863070595774081,0.1504243788714347,0.3792061157246909
20,,Highly correlated policy,,Lasso_clustered_1_lower_bound,0.12188601236812122,-0.1496758694891165,-0.1149818693765379,-0.24014375430528462
21,,Highly correlated policy,,Lasso_clustered_1_upper_bound,0.6037973372662775,0.06350138462744599,0.1050742691401717,0.008675745093939646
22,,Highly correlated policy,,Lasso_clustered_2_lower_bound,-0.22390285207674485,0.011347676983420374,0.04450907449273142,-0.1317861964788361
23,,Highly correlated policy,,Lasso_clustered_2_upper_bound,0.21115920630528326,0.18284243019425825,0.18571566448753493,0.07381827452332478
24,,Highly correlated policy,,Lasso_clustered_3_lower_bound,0.23246864969584352,-0.20151644200755042,0.05796429797638447,-0.10060174644865151
25,,Highly correlated policy,,Lasso_clustered_3_upper_bound,0.3404855106794797,0.016126848663786053,0.3080980921654961,0.14526176145618452
26,,Highly correlated policy,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",0.7199002189671524,0.03137490439496997,0.04177591012642121,0.23895312264654614
27,,Highly correlated policy,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",0.36284167481719937,-0.04308724243083524,-0.0049538001181830965,-0.11573400460567249
28,,Highly correlated policy,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",-0.0063718228857307865,0.09709505358883931,0.11511236949013318,-0.028983960977755657
29,,Highly correlated policy,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",0.2864770801876616,-0.09269479667188218,0.1830311950709403,0.022330007503766503
