,distance_to_market___ethiopia_2015,distance_to_population_center___ethiopia_2015,has_saved___policy___ethiopia_2015,household_head_is_monogamous___ethiopia_2015,household_head_is_widowed___ethiopia_2015,inputs,land_surface___ethiopia_2015,literacy___ethiopia_2015,model,number_of_droughts___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,number_of_water_storage_pit_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015,uses_irrigation___policy___ethiopia_2015
16,,,0.0322929457300424,,,Highly correlated policy,,,Lasso_Highly correlated policy_lower_bound,,0.20764362294085886,-0.00995024557401094,0.03376069271886731,0.014259034885005378,0.030963166578776527,-0.011939693350341701,-0.06423680929448403,0.06681328552128046
17,,,0.126631683626837,,,Highly correlated policy,,,Lasso_Highly correlated policy_upper_bound,,0.30181191255528955,0.10127521533659692,0.14193027192956628,0.10906613434337346,0.12869073532688124,0.11678980147875556,0.058514204534807907,0.15931571424693938
18,,,-0.06040869743904562,,,Highly correlated policy,,,Lasso_clustered_0_lower_bound,,0.5198254355557391,-0.14712759422158167,-0.05550116807750584,0.004909497443767619,-0.07540182107794519,0.14277420602395843,-0.2914639545094716,0.054885647646440494
19,,,0.1356321615962282,,,Highly correlated policy,,,Lasso_clustered_0_upper_bound,,0.9169715628446035,0.14442907041244446,0.18771501432732174,0.28083981971428257,0.1391113993477204,0.4991427162244152,0.0009057283051838172,0.23252702591642604
20,,,-0.1382907996385079,,,Highly correlated policy,,,Lasso_clustered_1_lower_bound,,0.06148700569989157,-0.12759327164634587,-0.16837498926954592,-0.08045546210891899,-0.11500906919120707,-0.2900385838489138,-0.09415031681500888,-0.023379029178013627
21,,,0.07068252371795736,,,Highly correlated policy,,,Lasso_clustered_1_upper_bound,,0.5679907145248888,0.10208096231535943,0.06305545077798438,0.13090929337401358,0.10468996069021103,0.007618666015304643,0.21589094005692902,0.1261502223909885
22,,,0.06668981487125031,,,Highly correlated policy,,,Lasso_clustered_2_lower_bound,,-0.14467840918156802,0.002231291811657654,0.01143497124385609,-0.05541953568089175,0.04681959547668704,-0.12401123105309347,-0.0745890241444468,-0.027633940786019592
23,,,0.2247346978098425,,,Highly correlated policy,,,Lasso_clustered_2_upper_bound,,0.3157072560802098,0.1809104094904237,0.19540536990444107,0.0833069518243447,0.18685237692864812,0.08641413174459614,0.10407471166639191,0.17908242868152197
24,,,-0.0016837285368099808,,,Highly correlated policy,,,Lasso_clustered_3_lower_bound,,0.19941244714009757,-0.17960879146861308,-0.025504454644512023,0.02544555249807466,0.005660428008235796,-0.08392308954321147,-0.22088864897328642,0.0833784094740683
25,,,0.18537312861394376,,,Highly correlated policy,,,Lasso_clustered_3_upper_bound,,0.3135752602978857,0.04627389361539343,0.19635994067380397,0.21184402732158586,0.25601855853558453,0.20799278416997213,0.07428288708722715,0.32263236016930785
26,,,0.037611732078591295,,,Highly correlated policy,,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",,0.7183984992001713,-0.001349261904568612,0.06610692312490794,0.1428746585790251,0.031854789134887616,0.3209584611241868,-0.1452791131021439,0.14370633678143327
27,,,-0.033804137960275274,,,Highly correlated policy,,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",,0.31473886011239016,-0.012756154665493227,-0.052659769245780766,0.025226915632547288,-0.005159554250498022,-0.14120995891680457,0.06087031162096007,0.051385596606487435
28,,,0.1457122563405464,,,Highly correlated policy,,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",,0.08551442344932089,0.09157085065104068,0.10342017057414858,0.013943708071726475,0.11683598620266758,-0.018798549654248674,0.014742843760972549,0.07572424394775118
29,,,0.09184470003856689,,,Highly correlated policy,,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",,0.25649385371899164,-0.06666744892660983,0.08542774301464598,0.11864478990983027,0.13083949327191016,0.06203484731338034,-0.07330288094302963,0.20300538482168806
