,distance_to_market___ethiopia_2015,has_saved___policy___ethiopia_2015,inputs,land_surface___ethiopia_2015,model,number_of_droughts___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015,uses_irrigation___policy___ethiopia_2015
14,-0.24111973914070284,0.08373145760841508,Highly correlated all,0.0689016923552821,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",0.12199764811273356,0.2678819075418663,-0.02283436041004453,0.040956805395072855,0.12333503651843888,-0.051450553010940814,-0.05470312536241197,0.1408962090476468
15,,0.07837893942191801,Highly correlated policy,,Lasso_Highly correlated policy,,0.25955765745434833,0.05452626423920913,0.07125120720815126,0.08249237135206593,0.05451472043943771,0.0003521618864355241,0.11289477333201203
16,,0.031134834534488162,Highly correlated policy,,Lasso_Highly correlated policy_lower_bound,,0.2125384448736708,-0.0007634993047374444,0.018600954911421934,0.03358659223818022,-0.009941973640959847,-0.06108035074995388,0.06656323945797663
17,,0.12562304430934784,Highly correlated policy,,Lasso_Highly correlated policy_upper_bound,,0.3065768700350259,0.1098160277831557,0.12390145950488057,0.13139815046595163,0.11897141451983527,0.061784674522824934,0.15922630720604744
18,,-0.054393619921480806,Highly correlated policy,,Lasso_clustered_0_lower_bound,,0.5226955182911699,-0.1201202492151093,-0.06191831656136798,-0.0721909872420556,0.13028553315236058,-0.28822022589617713,0.0546114613011979
19,,0.14349939463806724,Highly correlated policy,,Lasso_clustered_0_upper_bound,,0.9226051182371557,0.1701361004648538,0.18296020396384832,0.14349315935476348,0.48809346541863474,0.006084077215343764,0.23335781466774017
20,,-0.13883318081383764,Highly correlated policy,,Lasso_clustered_1_lower_bound,,0.06093162277681452,-0.13381121039657823,-0.17532715629963158,-0.11900589804554935,-0.2741220400637019,-0.10942497359298653,-0.02427985305704647
21,,0.07120933888532177,Highly correlated policy,,Lasso_clustered_1_upper_bound,,0.5771475342683846,0.09747283545070717,0.051558748765055715,0.101630814001596,0.025038750162054618,0.20580556907478798,0.12552960962105722
22,,0.0646282775978557,Highly correlated policy,,Lasso_clustered_2_lower_bound,,-0.15449719745013776,0.010677995423915426,0.01277667867179029,0.049759412913381665,-0.13516570052569896,-0.07027719158655729,-0.027165470140523784
23,,0.2208060414978024,Highly correlated policy,,Lasso_clustered_2_upper_bound,,0.3020200222732816,0.1864668070508496,0.1870654978678699,0.1889436393760388,0.0746756709627951,0.10714002860191477,0.17799034174387118
24,,-0.0024157690885011768,Highly correlated policy,,Lasso_clustered_3_lower_bound,,0.21577069471262822,-0.16986480935310302,-0.06605548473412243,0.02375142412588424,-0.08621789584422834,-0.2193695713431471,0.07774163802938969
25,,0.18633617875724023,Highly correlated policy,,Lasso_clustered_3_upper_bound,,0.327976981644447,0.056890117765724606,0.1462931381515541,0.27483130702219705,0.20640009039682866,0.07653200395077557,0.31916988168263505
26,,0.04455288735829322,Highly correlated policy,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",,0.7226503182641628,0.02500792562487226,0.06052094370124017,0.03565108605635395,0.30918949928549766,-0.14106807434041668,0.14398463798446903
27,,-0.03381192096425794,Highly correlated policy,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",,0.31903957852259957,-0.018169187472935534,-0.06188420376728794,-0.008687542021976677,-0.12454164495082362,0.04819029774090072,0.050624878282005376
28,,0.14271715954782904,Highly correlated policy,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",,0.07376141241157191,0.0985724012373825,0.0999210882698301,0.11935152614471023,-0.03024501478145194,0.018431418507678744,0.0754124358016737
29,,0.09196020483436954,Highly correlated policy,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",,0.2718738381785376,-0.05648734579368921,0.04011882670871583,0.14929136557404066,0.06009109727630016,-0.07141878369618578,0.19845575985601235
