,distance_to_market___ethiopia_2015,has_saved___policy___ethiopia_2015,household_head_is_widowed___ethiopia_2015,inputs,land_surface___ethiopia_2015,literacy___ethiopia_2015,model,number_of_droughts___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,number_of_water_storage_pit_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015,uses_irrigation___policy___ethiopia_2015
10,-0.11266211938962596,0.17039795500460408,0.1381497458198906,Highly correlated all,0.23547516933578497,0.16715249742965754,Lasso_clustered_3_upper_bound,0.2645355937489765,0.3218189829467224,0.10246550674595128,0.1783804591742804,0.16715829542438376,0.2303096963616452,0.10296356237889961,0.08386453082519073,0.2666841135505616
11,-0.23313477937549465,0.01648356769963903,-0.046297671372580354,Highly correlated all,0.15959158417042923,0.15011166448548435,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",0.1711762207004278,0.49762306984345495,-0.07291031204218905,0.07610777571717314,0.12106609269308401,-0.004462255748666415,0.16993736520690111,-0.12576023622916505,0.08911856900707338
12,-0.15937140878854508,-0.016633382776800317,-0.020297206403388827,Highly correlated all,0.2960429106125429,-0.02871442489574446,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",0.05077850263199804,0.3042777471589815,-0.031088925050349395,-0.0620566399164731,0.0273104413994301,0.01742319421824315,-0.07196731925244905,0.06811969633130162,0.019288494108578476
13,-0.09098016012818869,0.13257088531861627,-0.08675461151434491,Highly correlated all,0.20281472218845498,-0.0098516841174443,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",0.06229225440064336,0.1189110602597388,0.042812712886673925,0.058464877616332775,0.0011280473910455831,0.1271058085741677,-0.05315579626209813,0.00444400097876993,0.07187388244705456
14,-0.2277183057538975,0.0801451444957138,0.00784468298205799,Highly correlated all,0.059711754612499196,0.06179650180487234,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",0.12500011974777092,0.25572538613522133,-0.02526774170088323,0.06923408000398204,0.0761375157284272,0.10903339390364947,-0.045596604844979995,-0.05837966915177782,0.1466968122978069
15,,0.0794623146784397,,Highly correlated policy,,,Lasso_Highly correlated policy,,0.2547277677480742,0.045662484881292986,0.0878454823242168,0.06166258461418942,0.07982695095282888,0.05242505406420693,-0.0028613023798380634,0.11306449988410992
16,,0.0322929457300424,,Highly correlated policy,,,Lasso_Highly correlated policy_lower_bound,,0.20764362294085886,-0.00995024557401094,0.03376069271886731,0.014259034885005378,0.030963166578776527,-0.011939693350341701,-0.06423680929448403,0.06681328552128046
17,,0.126631683626837,,Highly correlated policy,,,Lasso_Highly correlated policy_upper_bound,,0.30181191255528955,0.10127521533659692,0.14193027192956628,0.10906613434337346,0.12869073532688124,0.11678980147875556,0.058514204534807907,0.15931571424693938
18,,-0.06040869743904562,,Highly correlated policy,,,Lasso_clustered_0_lower_bound,,0.5198254355557391,-0.14712759422158167,-0.05550116807750584,0.004909497443767619,-0.07540182107794519,0.14277420602395843,-0.2914639545094716,0.054885647646440494
19,,0.1356321615962282,,Highly correlated policy,,,Lasso_clustered_0_upper_bound,,0.9169715628446035,0.14442907041244446,0.18771501432732174,0.28083981971428257,0.1391113993477204,0.4991427162244152,0.0009057283051838172,0.23252702591642604
20,,-0.13823468914597206,,Highly correlated policy,,,Lasso_clustered_1_lower_bound,,0.059171013202907186,-0.13577364291121957,-0.1721407077192005,-0.08088935717138801,-0.11998401961543984,-0.2738603119707229,-0.11135938827170802,-0.023176152527410315
21,,0.07211013348703066,,Highly correlated policy,,,Lasso_clustered_1_upper_bound,,0.5760395426076033,0.0961477561715798,0.06177692708101672,0.13178178157181325,0.10097741600273324,0.025618776273832744,0.20447891173802765,0.1272440729365573
22,,0.06583726033719686,,Highly correlated policy,,,Lasso_clustered_2_lower_bound,,-0.15393892635686612,0.0071405128247941235,0.013986839868476056,-0.055496873534578495,0.04904635033498257,-0.13567137403755686,-0.07088607660926725,-0.028929900802975958
23,,0.22314987424106544,,Highly correlated policy,,,Lasso_clustered_2_upper_bound,,0.30439323887836583,0.1846571976896107,0.1966313747872926,0.08259182625450295,0.18852719664377898,0.07454223032520087,0.10692277576670069,0.1769153642545847
24,,-0.0009366807866491994,,Highly correlated policy,,,Lasso_clustered_3_lower_bound,,0.1990779435804443,-0.1773935348788591,-0.025677582990475775,0.02575728192855299,0.0065170860871507225,-0.0852566568791888,-0.21683785810304337,0.08387906031536857
25,,0.18562317953232704,,Highly correlated policy,,,Lasso_clustered_3_upper_bound,,0.3127608659919069,0.04713513490702079,0.195657795011973,0.21176656774354824,0.25625894772804586,0.2039637957242974,0.07562850524325562,0.3226203213105641
26,,0.037611732078591295,,Highly correlated policy,,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",,0.7183984992001713,-0.001349261904568612,0.06610692312490794,0.1428746585790251,0.031854789134887616,0.3209584611241868,-0.1452791131021439,0.14370633678143327
27,,-0.03306227782947071,,Highly correlated policy,,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",,0.3176052779052552,-0.019812943369819886,-0.055181890319091896,0.025446212200212627,-0.009503301806353288,-0.12412076784844508,0.046559761733159816,0.05203396020457349
28,,0.14449356728913115,,Highly correlated policy,,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",,0.07522715626074986,0.0958988552572024,0.10530910732788433,0.01354747635996223,0.11878677348938077,-0.03056457185617799,0.018018349578716716,0.07399273172580438
29,,0.09234324937283891,,Highly correlated policy,,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",,0.2559194047861756,-0.06512919998591915,0.0849901060107486,0.11876192483605062,0.1313880169075983,0.059353569422554306,-0.07060467642989388,0.20324969081296634
