,distance_to_market___ethiopia_2015,has_saved___policy___ethiopia_2015,inputs,land_surface___ethiopia_2015,model,number_of_droughts___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015,uses_irrigation___policy___ethiopia_2015
12,-0.1570418493457743,-0.01264036625421909,Highly correlated all,0.28997015041458657,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",0.04902134153327599,0.3192009873488205,,0.012817964347961605,-0.08165490309710999,0.0555521925283748,0.025829590720133272
13,-0.08725662200946248,0.1371577043579354,Highly correlated all,0.2550861032859635,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",0.07370462863744734,0.07362915769684034,,0.12564494251430378,-0.048082917447180684,0.00894642606767294,0.07730232409397211
14,-0.24545934207286518,0.08068856052779527,Highly correlated all,0.06361238944398655,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",0.11676298574948721,0.2713881795806455,,0.12146117636262521,-0.04876882985984901,-0.05624723956164453,0.14268881011731524
15,,0.07608657361081958,Highly correlated policy,,Lasso_Highly correlated policy,,0.2608947088592981,0.08218229018962737,0.08062416451065338,0.06222803468541849,0.006235913914814862,0.11365226811389312
16,,0.028782734807871094,Highly correlated policy,,Lasso_Highly correlated policy_lower_bound,,0.21379615770702778,0.03070988868367617,0.03164456996084222,-0.0020987035150668992,-0.05515951045365203,0.06723569472078592
17,,0.12339041241376807,Highly correlated policy,,Lasso_Highly correlated policy_upper_bound,,0.3079932600115684,0.1336546916955786,0.12960375906046454,0.1265547728859039,0.06763133828328174,0.16006884150700032
18,,-0.05758488730771535,Highly correlated policy,,Lasso_clustered_0_lower_bound,,0.5180090455275063,-0.06627800463568805,-0.07432811789090092,0.15468182117424273,-0.28800438743381157,0.05512683539339655
19,,0.13703249103315793,Highly correlated policy,,Lasso_clustered_0_upper_bound,,0.9157656834457736,0.18729565640965679,0.14057319901529797,0.5015131867841596,0.0050408893302032465,0.23330549234699618
20,,-0.1378693056800469,Highly correlated policy,,Lasso_clustered_1_lower_bound,,0.07313590595993719,-0.14011937403758873,-0.11282699733962039,-0.2908512815933755,-0.10195962720139774,-0.02407447443148447
21,,0.0713405352095704,Highly correlated policy,,Lasso_clustered_1_upper_bound,,0.5837881173466126,0.0753516612653091,0.10711662799447953,0.007988325474308944,0.2107086312808032,0.12522022873166683
22,,0.06950141569557101,Highly correlated policy,,Lasso_clustered_2_lower_bound,,-0.187911746788207,0.03272404457023431,0.04474144888310844,-0.11984315124516895,-0.06866194168541612,-0.025860885858132857
23,,0.22760835946376662,Highly correlated policy,,Lasso_clustered_2_upper_bound,,0.26606654416593467,0.20483892997967865,0.18499236131818822,0.09094554041001701,0.11008821141025854,0.18103457403201734
24,,-0.005666533891807324,Highly correlated policy,,Lasso_clustered_3_lower_bound,,0.2199536397091036,-0.1538086986734646,0.02366379023437598,-0.08227015806049293,-0.21824569096550056,0.07906072876242616
25,,0.1817541438141481,Highly correlated policy,,Lasso_clustered_3_upper_bound,,0.33059505137023776,0.06416059106268057,0.27448744124847246,0.20946388030511282,0.07731401920297687,0.3201673119763106
26,,0.03972380186272129,Highly correlated policy,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",,0.7168873644866399,0.06050882588698438,0.03312254056219853,0.3280975039792011,-0.14148174905180416,0.14421616387019637
27,,-0.033264385235238246,Highly correlated policy,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",,0.32846201165327493,-0.03238385638613982,-0.0028551846725704266,-0.14143147805953327,0.05437450203970272,0.05057287715009118
28,,0.1485548875796688,Highly correlated policy,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",,0.03907739868886384,0.11878148727495648,0.11486690510064833,-0.014448805417575976,0.02071313486242122,0.07758684408694225
29,,0.08804380496117038,Highly correlated policy,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",,0.2752743455396707,-0.044824053805392026,0.14907561574142422,0.06359686112230994,-0.07046583588126185,0.19961402036936837
