,distance_to_market___ethiopia_2015,distance_to_population_center___ethiopia_2015,has_saved___policy___ethiopia_2015,household_head_is_widowed___ethiopia_2015,inputs,land_surface___ethiopia_2015,literacy___ethiopia_2015,model,number_of_droughts___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,number_of_water_storage_pit_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015,uses_irrigation___policy___ethiopia_2015
16,,,0.0322929457300424,,Highly correlated policy,,,Lasso_Highly correlated policy_lower_bound,,0.20764362294085886,-0.00995024557401094,0.03376069271886731,0.014259034885005378,0.030963166578776527,-0.011939693350341701,-0.06423680929448403,0.06681328552128046
17,,,0.126631683626837,,Highly correlated policy,,,Lasso_Highly correlated policy_upper_bound,,0.30181191255528955,0.10127521533659692,0.14193027192956628,0.10906613434337346,0.12869073532688124,0.11678980147875556,0.058514204534807907,0.15931571424693938
18,,,-0.06252507257246252,,Highly correlated policy,,,Lasso_clustered_0_lower_bound,,0.5204350389953423,-0.1464543591625302,-0.05669109195863249,0.004920992774218258,-0.07534104166710189,0.14215019129064563,-0.29272928787914987,0.055017462033521425
19,,,0.1351359806119301,,Highly correlated policy,,,Lasso_clustered_0_upper_bound,,0.9186225854148253,0.14651702760165153,0.18727921403752396,0.28125158949714596,0.13950047125754172,0.4990579456795471,0.00043816013167916057,0.23297371842675052
20,,,-0.13823468914597206,,Highly correlated policy,,,Lasso_clustered_1_lower_bound,,0.059171013202907186,-0.13577364291121957,-0.1721407077192005,-0.08088935717138801,-0.11998401961543984,-0.2738603119707229,-0.11135938827170802,-0.023176152527410315
21,,,0.07211013348703066,,Highly correlated policy,,,Lasso_clustered_1_upper_bound,,0.5760395426076033,0.0961477561715798,0.06177692708101672,0.13178178157181325,0.10097741600273324,0.025618776273832744,0.20447891173802765,0.1272440729365573
22,,,0.06524042181602904,,Highly correlated policy,,,Lasso_clustered_2_lower_bound,,-0.15242196160383312,0.008006207213471186,0.013942711327152232,-0.05545171896367049,0.04924406848259856,-0.13568919165260993,-0.07097994329184198,-0.028565976760471082
23,,,0.22172818535990071,,Highly correlated policy,,,Lasso_clustered_2_upper_bound,,0.3052205023962724,0.1851149648664122,0.19643239118981698,0.08252641044749542,0.18859925913613673,0.0743505925648682,0.10666825542518221,0.17707827260112713
24,,,-0.0009366807866491994,,Highly correlated policy,,,Lasso_clustered_3_lower_bound,,0.1990779435804443,-0.1773935348788591,-0.025677582990475775,0.02575728192855299,0.0065170860871507225,-0.0852566568791888,-0.21683785810304337,0.08387906031536857
25,,,0.18562317953232704,,Highly correlated policy,,,Lasso_clustered_3_upper_bound,,0.3127608659919069,0.04713513490702079,0.195657795011973,0.21176656774354824,0.25625894772804586,0.2039637957242974,0.07562850524325562,0.3226203213105641
26,,,0.036305454019733785,,Highly correlated policy,,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",,0.7195288122050838,3.133421956068305e-05,0.06529406103944572,0.1430862911356821,0.03207971479521993,0.32060406848509637,-0.14614556387373534,0.14399559023013597
27,,,-0.03306227782947071,,Highly correlated policy,,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",,0.3176052779052552,-0.019812943369819886,-0.055181890319091896,0.025446212200212627,-0.009503301806353288,-0.12412076784844508,0.046559761733159816,0.05203396020457349
28,,,0.14348430358796488,,Highly correlated policy,,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",,0.07639927039621966,0.09656058603994169,0.10518755125848461,0.013537345741912465,0.11892166380936764,-0.030669299543870855,0.017844156066670107,0.07425614792032803
29,,,0.09234324937283891,,Highly correlated policy,,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",,0.2559194047861756,-0.06512919998591915,0.0849901060107486,0.11876192483605062,0.1313880169075983,0.059353569422554306,-0.07060467642989388,0.20324969081296634
