,has_saved___policy___ethiopia_2015,household_head_is_widowed___ethiopia_2015,inputs,land_surface___ethiopia_2015,literacy___ethiopia_2015,model,number_of_droughts___ethiopia_2015,number_of_hired_workers___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,number_of_water_storage_pit_owned___policy___ethiopia_2015,prevent_damage___policy___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,uses_irrigation___policy___ethiopia_2015
10,0.1725598760153894,0.1320872813353931,Highly correlated all,0.16595007477409082,0.16990227585777112,Lasso_clustered_3_upper_bound,0.33183524849288026,0.32144267160653245,,0.16431435426680052,0.22166726447832258,0.13035863231309636,0.3033916044884631
11,0.02577205408069962,-0.041016899095847825,Highly correlated all,0.13361547105848504,0.15484072702675397,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",0.211505379283437,0.5927479855447184,,0.1020277064967269,0.01322989691568232,0.10378886455951762,0.09898261415260015
12,-0.024032916328132196,-0.032523984604822836,Highly correlated all,0.27034576678689903,-0.0065847949724250066,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",0.06549664795598298,0.3784343007264651,,0.029920652994744973,0.0011885894432851936,-0.045024750425461,0.05013641612076801
13,0.14189725418942892,-0.07618865048958964,Highly correlated all,0.26150155480820103,-0.006994023995715221,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",0.08936197568587013,0.05908214754802049,,-0.01457418223634778,0.1294354491114886,-0.04740278241830311,0.08978991922967414
14,0.08128344796357603,6.723530417444834e-05,Highly correlated all,0.013188455123413025,0.06243255864573094,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",0.19651050354330266,0.2553377896363093,,0.07519400789400371,0.09844888006257216,0.012377420220459963,0.18065517593449765
15,0.07682529831365956,,Highly correlated policy,,,Lasso_Highly correlated policy,,0.257969965869895,0.0808184981679161,0.04358572098341519,0.07842469012689343,0.0650460991568198,0.11413482957348604
16,0.029772137313253344,,Highly correlated policy,,,Lasso_Highly correlated policy_lower_bound,,0.21091360347418275,0.029548563017616263,-0.0025874464861486424,0.02944261567337604,0.012935087301332339,0.06786190474547076
17,0.12387845931406577,,Highly correlated policy,,,Lasso_Highly correlated policy_upper_bound,,0.30502632826560727,0.13208843331821593,0.08975888845297902,0.12740676458041084,0.11715711101230727,0.16040775440150135
18,-0.07312673165118451,,Highly correlated policy,,,Lasso_clustered_0_lower_bound,,0.5212165508586644,-0.11223529110160188,-0.002912936956446982,-0.07139422797940828,0.09967740303133069,0.05056311529073826
19,0.12187114356348909,,Highly correlated policy,,,Lasso_clustered_0_upper_bound,,0.9197377585370898,0.14387853390219,0.27381024598399506,0.14356076926731048,0.37857622099420063,0.22865968808676151
20,-0.13500919042970322,,Highly correlated policy,,,Lasso_clustered_1_lower_bound,,0.10614399527754506,-0.14436189423610998,-0.06509267781170158,-0.1171135287463442,-0.2286327257106675,-0.019463752683304116
21,0.0747543368187938,,Highly correlated policy,,,Lasso_clustered_1_upper_bound,,0.590542001450535,0.07120556556522897,0.14110780825227343,0.10328510661803589,0.021913231397221122,0.12991793291391954
22,0.07091125496898745,,Highly correlated policy,,,Lasso_clustered_2_lower_bound,,-0.20522660035576393,0.039219001510364934,-0.07573253349103068,0.04696272895608594,-0.12061525761264055,-0.024960509304008754
23,0.22759740055135116,,Highly correlated policy,,,Lasso_clustered_2_upper_bound,,0.22436644661603908,0.21021403379259623,0.0566111885855933,0.18680604201164586,0.0834594589632984,0.18119422034033106
24,-0.011918399434201157,,Highly correlated policy,,,Lasso_clustered_3_lower_bound,,0.20569456033419084,-0.14907361653580634,0.008071537424600511,0.00391069360960096,-0.09188952123959389,0.08365274832675279
25,0.17323043852607306,,Highly correlated policy,,,Lasso_clustered_3_upper_bound,,0.3146216247698288,0.06721511479138609,0.18488803839403276,0.2528413252823423,0.14832160411271028,0.32290734940837457
26,0.024372205956152294,,Highly correlated policy,,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_0",,0.7204771546978771,0.015821621400294063,0.13544865451377405,0.036083270643951094,0.23912681201276564,0.1396114016887499
27,-0.030127426805454716,,Highly correlated policy,,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_1",,0.34834299836404004,-0.036578164335440505,0.038007565220285915,-0.006914211064154154,-0.10335974715672319,0.05522709011530771
28,0.1492543277601693,,Highly correlated policy,,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_2",,0.009569923130137572,0.12471651765148059,-0.009560672452718692,0.1168843854838659,-0.01857789932467107,0.07811685551816115
29,0.08065601954593596,,Highly correlated policy,,,"Lasso_clustered_number_of_hired_workers___policy___ethiopia_2015,land_surface___ethiopia_2015,quantity_of_chemical_fertilizers_used___policy___ethiopia_2015,number_of_oxen_owned___policy___ethiopia_2015,household_size___ethiopia_2015,number_of_plough_owned___policy___ethiopia_2015,uses_extension_program___policy___ethiopia_2015_3",,0.26015809255200983,-0.04092925087221012,0.09647978790931663,0.12837600944597163,0.028216041436558193,0.20328004886756368
